centerLng,sceneScore,sceneKey,sceneName,active,lastComputedAt,centerLat,checkpointSystemIds,checkpointCount,activeMomentCount,domainKey,id,created_date,updated_date,created_by_id,is_sample
"-73.61862053814755","80","music_NC-0000000027-NC-0000000036-NC-0000000167-NC-0000000181","Scène music — MISS VILLERAY","false","2026-04-03T13:18:06.202Z","45.538647349315426","[""NC-0000000027"",""NC-0000000036"",""NC-0000000167"",""NC-0000000181""]","4","0","music","69cc82a449cdd5da2faa4c4f","2026-04-01T02:27:48.615000","2026-04-03T13:18:32.088000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.60146686034876","80","music_NC-0000000006-NC-0000000040-NC-0000000061-NC-0000000062","Scène music — NACHO LIBRE","false","2026-04-15T12:14:33.783Z","45.536898885814324","[""NC-0000000006"",""NC-0000000040"",""NC-0000000061"",""NC-0000000062""]","4","0","music","69cc82a1c00ce8186ba9e39d","2026-04-01T02:27:45.401000","2026-04-15T12:14:57.783000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.61164115602973","200","music_NC-0000000008-NC-0000000018-NC-0000000029-NC-0000000031","Scène music — TAVERNE COBRA","false","2026-04-15T12:14:33.783Z","45.532783622663004","[""NC-0000000008"",""NC-0000000018"",""NC-0000000029"",""NC-0000000031"",""NC-0000000036"",""NC-0000000039"",""NC-0000000045"",""NC-0000000059"",""NC-0000000060"",""NC-0000000181""]","10","0","music","69cc82a1df70f24fbc8259b6","2026-04-01T02:27:45.163000","2026-04-15T12:14:57.959000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.5823823245279","220","music_NC-0000000069-NC-0000000085-NC-0000000086-NC-0000000087","Scène music — BAR SALON MR250","false","2026-04-03T13:18:06.202Z","45.52402907484013","[""NC-0000000069"",""NC-0000000085"",""NC-0000000086"",""NC-0000000087"",""NC-0000000112"",""NC-0000000115"",""NC-0000000121"",""NC-0000000134"",""NC-0000000142"",""NC-0000000148"",""NC-0000000150""]","11","0","music","69cc82a0109a1e2c09cf0a08","2026-04-01T02:27:44.901000","2026-04-03T13:18:32.255000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.55702002491655","160","music_NC-0000000089-NC-0000000097-NC-0000000106-NC-0000000127","Scène music — BAR LE STUD","false","2026-04-03T13:18:06.202Z","45.521124954123486","[""NC-0000000089"",""NC-0000000097"",""NC-0000000106"",""NC-0000000127"",""NC-0000000147"",""NC-0000000156"",""NC-0000000305"",""NC-0000000307""]","8","0","music","69cc82a018c787cb14bc2c29","2026-04-01T02:27:44.710000","2026-04-03T13:18:32.432000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.5951095139532","200","music_NC-0000000067-NC-0000000070-NC-0000000081-NC-0000000103","Scène music — Bar la marche à côté","false","2026-04-03T13:18:06.202Z","45.523594634581166","[""NC-0000000067"",""NC-0000000070"",""NC-0000000081"",""NC-0000000103"",""NC-0000000117"",""NC-0000000128"",""NC-0000000135"",""NC-0000000177"",""NC-0000000178"",""NC-0000000209""]","10","0","music","69cc829b896e1ea15f2557e0","2026-04-01T02:27:39.493000","2026-04-03T13:18:32.613000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.55104760162762","60","music_NC-0000000122-NC-0000000140-NC-0000000206","Scène music — Brasserie Brewskey","false","2026-04-01T02:27:38.167Z","45.50889924088128","[""NC-0000000122"",""NC-0000000140"",""NC-0000000206""]","3","0","music","69b32882d88efef991ba3e63","2026-03-12T20:56:34.082000","2026-04-01T02:28:21.431000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.5681545367823","80","music_NC-0000000034-NC-0000000049-NC-0000000050-NC-0000000051","Scène music — Church st- Pub.","false","2026-04-01T02:27:38.167Z","45.46021044071346","[""NC-0000000034"",""NC-0000000049"",""NC-0000000050"",""NC-0000000051""]","4","0","music","69b32881a9ba2c004170450c","2026-03-12T20:56:33.920000","2026-04-01T02:28:21.628000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.56625475367454","60","music_NC-0000000105-NC-0000000129-NC-0000000157","Scène music — BAR LE FURCO","false","2026-04-01T02:27:38.167Z","45.50540692660068","[""NC-0000000105"",""NC-0000000129"",""NC-0000000157""]","3","0","music","69b328819315c42b8aa0f059","2026-03-12T20:56:33.732000","2026-04-01T02:28:21.829000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.62428717793921","120","music_NC-0000000009-NC-0000000021-NC-0000000027-NC-0000000041","Scène music — LE RECORD","false","2026-04-01T02:27:38.167Z","45.54150408061074","[""NC-0000000009"",""NC-0000000021"",""NC-0000000027"",""NC-0000000041"",""NC-0000000044"",""NC-0000000167""]","6","0","music","69b32881dd4707cedfb59fec","2026-03-12T20:56:33.211000","2026-04-01T02:28:21.997000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
